Volatility 3 Framework 2.28.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 1968	560	vmtoolsd.exe	0x8a1d84e0	6	220	0	False	2013-01-12 16:39:14.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"	C:\Program Files\VMware\VMware Tools\vmtoolsd.exe
** 2352	560	taskhost.exe	0x87ac0620	8	149	1	False	2013-01-12 16:40:24.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\taskhost.exe	"taskhost.exe"	C:\Windows\system32\taskhost.exe
** 692	560	svchost.exe	0x8962f030	10	353	0	False	2013-01-12 16:38:21.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k DcomLaunch	C:\Windows\system32\svchost.exe
** 1084	560	svchost.exe	0x898911a8	10	257	0	False	2013-01-12 16:38:26.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService	C:\Windows\system32\svchost.exe
** 448	560	VMUpgradeHelpe	0x8a1f5030	4	89	0	False	2013-01-12 16:39:21.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMUpgradeHelper.exe	-	-
*** 468	448	csrss.exe	0x88d03a00	10	471	1	False	2013-01-12 16:38:14.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
**** 2600	468	conhost.exe	0x87a9c288	1	35	1	False	2013-01-12 16:40:28.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\conhost.exe	-	-
**** 3228	468	conhost.exe	0x87c595b0	2	54	1	False	2013-01-12 16:44:50.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\conhost.exe	-	-
**** 2168	468	conhost.exe	0x954826b0	2	49	1	False	2013-01-12 16:55:50.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe	C:\Windows\system32\conhost.exe
*** 500	448	winlogon.exe	0x892ced40	3	111	1	False	2013-01-12 16:38:14.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\winlogon.exe	-	-
** 832	560	svchost.exe	0x89805420	19	435	0	False	2013-01-12 16:38:23.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted	C:\Windows\System32\svchost.exe
*** 1720	832	audiodg.exe	0x87c90d40	5	117	0	False	2013-01-12 16:58:11.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\audiodg.exe	C:\Windows\system32\AUDIODG.EXE 0x298	C:\Windows\system32\AUDIODG.EXE
** 1220	560	AvastSvc.exe	0x898a7868	66	1180	0	False	2013-01-12 16:38:28.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AvastSvc.exe	"C:\Program Files\AVAST Software\Avast\AvastSvc.exe"	C:\Program Files\AVAST Software\Avast\AvastSvc.exe
** 1612	560	TPAutoConnSvc.	0x9542a030	9	135	0	False	2013-01-12 16:39:23.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe	"C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe"	C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe
*** 2568	1612	TPAutoConnect.	0x87ae2880	5	146	1	False	2013-01-12 16:40:28.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\VMware\VMware Tools\TPAutoConnect.exe	TPAutoConnect.exe -q -i vmware -a COM1 -F 30	C:\Program Files\VMware\VMware Tools\TPAutoConnect.exe
** 1872	560	sppsvc.exe	0x88cded40	4	143	0	False	2013-01-12 16:39:02.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\sppsvc.exe	-	-
** 336	560	wlms.exe	0x9541c7e0	4	45	0	False	2013-01-12 16:39:21.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\wlms\wlms.exe	-	-
** 1748	560	svchost.exe	0x8a102748	18	310	0	False	2013-01-12 16:38:58.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork	C:\Windows\system32\svchost.exe
** 2900	560	SearchIndexer.	0x898fbb18	13	636	0	False	2013-01-12 16:40:38.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe	C:\Windows\system32\SearchIndexer.exe /Embedding	C:\Windows\system32\SearchIndexer.exe
** 3176	560	wmpnetwk.exe	0x87bd35b8	9	240	0	False	2013-01-12 16:40:48.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\Windows Media Player\wmpnetwk.exe	"C:\Program Files\Windows Media Player\wmpnetwk.exe"	C:\Program Files\Windows Media Player\wmpnetwk.exe
** 764	560	svchost.exe	0x897b5c20	7	263	0	False	2013-01-12 16:38:23.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k RPCSS	C:\Windows\system32\svchost.exe
* 584	456	lsm.exe	0x8962f7e8	10	142	0	False	2013-01-12 16:38:16.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\lsm.exe	C:\Windows\system32\lsm.exe	C:\Windows\system32\lsm.exe
* 576	456	lsass.exe	0x896427b8	6	566	0	False	2013-01-12 16:38:16.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\lsass.exe	C:\Windows\system32\lsass.exe	C:\Windows\system32\lsass.exe
2548	2484	explorer.exe	0x87ac6030	24	766	1	False	2013-01-12 16:40:27.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
* 2720	2548	AvastUI.exe	0x87b784b0	14	220	1	False	2013-01-12 16:40:31.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AvastUI.exe	"C:\Program Files\AVAST Software\Avast\AvastUI.exe" /nogui	C:\Program Files\AVAST Software\Avast\AvastUI.exe
* 2660	2548	VMwareTray.exe	0x87b82438	5	80	1	False	2013-01-12 16:40:29.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMwareTray.exe	"C:\Program Files\VMware\VMware Tools\VMwareTray.exe" 	C:\Program Files\VMware\VMware Tools\VMwareTray.exe
* 1232	2548	taskmgr.exe	0x95495c18	6	116	1	False	2013-01-12 16:42:29.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\taskmgr.exe	"C:\Windows\system32\taskmgr.exe" /4	C:\Windows\system32\taskmgr.exe
* 3152	2548	cmd.exe	0x87bf7030	1	23	1	False	2013-01-12 16:44:50.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\cmd.exe	"C:\Windows\system32\cmd.exe" 	C:\Windows\system32\cmd.exe
** 3144	3152	winpmem-1.3.1.	0x87cbfd40	1	23	1	False	2013-01-12 16:59:17.000000 UTC	N/A	\Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\imagedump\winpmem-1.3.1.exe	winpmem-1.3.1.exe  ram.dmp	C:\Users\JOHNDO~1\AppData\Local\Temp\imagedump\winpmem-1.3.1.exe
* 1136	2548	iexplore.exe	0x9549f678	18	454	1	False	2013-01-12 16:57:44.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe	"C:\Program Files\Internet Explorer\iexplore.exe" 	C:\Program Files\Internet Explorer\iexplore.exe
** 3044	1136	iexplore.exe	0x87d4d338	37	937	1	False	2013-01-12 16:57:46.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe	"C:\Program Files\Internet Explorer\iexplore.exe" SCODEF:1136 CREDAT:71937	C:\Program Files\Internet Explorer\iexplore.exe
* 2676	2548	VMwareUser.exe	0x87aa9220	8	190	1	False	2013-01-12 16:40:30.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMwareUser.exe	"C:\Program Files\VMware\VMware Tools\VMwareUser.exe" 	C:\Program Files\VMware\VMware Tools\VMwareUser.exe
* 2772	2548	iexplore.exe	0x87b6b030	2	74	1	False	2013-01-12 16:40:34.000000 UTC	N/A	\Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\iexplore.exe	"C:\Users\John Doe\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\iexplore.exe" 	C:\Users\John Doe\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\iexplore.exe
** 1616	2772	cmd.exe	0x89898030	2	101	1	False	2013-01-12 16:55:49.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\cmd.exe	cmd.exe	C:\Windows\system32\cmd.exe
* 2744	2548	StikyNot.exe	0x898fe8c0	8	135	1	False	2013-01-12 16:40:32.000000 UTC	N/A	\Device\HarddiskVolume1\Windows\System32\StikyNot.exe	"C:\Windows\System32\StikyNot.exe" 	C:\Windows\System32\StikyNot.exe
* 3452	2548	swriter.exe	0x87c6a2a0	1	19	1	False	2013-01-12 16:41:01.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\swriter.exe	-	-
** 3512	3452	soffice.exe	0x87ba4030	1	28	1	False	2013-01-12 16:41:03.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\soffice.exe	-	-
*** 3564	3512	soffice.bin	0x87b8ca58	12	400	1	False	2013-01-12 16:41:05.000000 UTC	N/A	\Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\soffice.bin	"C:\Program Files\LibreOffice 3.6\program\swriter.exe" "-o" "C:\Users\John Doe\Documents\Procedure Winpmemdump.odt" "--writer" "-env:OOO_CWD=2C:\\Users\\John Doe\\Documents"	C:\Program Files\LibreOffice 3.6\program\soffice.bin
3556	3544	soffice.bin	0x95483d18	0	-	1	False	2013-01-12 16:41:05.000000 UTC	2013-01-12 16:41:39.000000 UTC	\Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\soffice.bin	-	-
